,DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
652,27004700-01,2006,-3.9728536969999997,0.256780677,2.783846154,0.813444717,4,7,1,0,0,0,0,0,0,1,1,6,4,1,0,Bush Lake,Lower Minnesota River,-93.38283992,44.83809461,12,12,1.75,2.416666667,A,Bush Lake-1,648,,,0,0,412600,353300.0,0.0,0.0,0,0,507,0,0,300000.0,300100.0,5205.0,3840.0,10,0
409,19002400-01,2011,-3.10464567,0.379698141,1.141666667,0.5743903220000001,0,0,0,11,0,0,0,0,1,0,0,3,3,6,0,Wood Lake,Lower Minnesota River,-93.26586040000001,44.74111827,11,12,4.0,3.25,B,Wood Lake-1,756,0.301402116,1.11055139,0,0,133900,50300.0,1522.0,394.0,0,0,640,0,0,148000.0,74925.0,1605.0,758.0,11,0
299,10021700-01,2011,-1.963196132,0.38257025200000006,0.557142857,0.19201076,0,0,8,6,0,1,0,0,0,0,0,0,5,9,0,Jonathan Lake,Lower Minnesota River,-93.60631618,44.83232288,14,14,3.428571429,3.642857143,F,Jonathan Lake-1,390,1.092926829,3.9147367269999997,0,0,149800,167700.0,1038.0,1749.0,0,0,191,0,2,176970.0,109665.5,1960.0,2228.0,12,0
370,19002100-01,2005,-2.140285055,0.332168527,0.528,0.219484244,0,0,8,0,0,0,1,0,0,0,0,0,3,5,0,Alimagnet Lake,Mississippi River - Lake Pepin,-93.24821298,44.74812624,8,8,3.0,3.625,D,Alimagnet Lake-1,515,0.8955009820000001,6.010153056,0,0,271500,97100.0,2398.0,854.0,0,0,472,485,0,173250.0,120875.0,2599.0,990.0,12,0
184,10002900-01,2010,-1.818817757,0.516240713,0.775,0.226133508,0,0,5,7,0,0,1,0,0,0,0,3,6,3,0,Miller Lake,Lower Minnesota River,-93.74305702,44.78713912,12,12,3.583333333,3.0,D,Miller Lake-1,5,118.36,38.59054807,5,5,1082400,1235000.0,1836.0,5943.5,0,0,0,0,0,410000.0,0.0,4542.0,6530.0,0,0
932,70002600-01,2009,-3.777051923,0.454677834,3.186666667,1.373663853,8,7,0,0,0,0,0,0,0,1,4,7,4,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,15,15,1.466666667,2.0,A,Lower Prior Lake-1,1260,0.564222222,2.325447088,0,0,260450,214500.0,1232.0,534.25,2,0,1105,0,0,216500.0,161000.0,,,0,0
1351,82008900-01,2009,-1.480783095,0.29780487699999997,0.352307692,0.05387545,0,0,0,13,0,1,0,0,0,0,0,0,0,13,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,13,13,4.0,4.0,F,Markgraf Lake-1,1281,0.442266667,1.63015138,0,0,200400,105300.0,1474.0,499.0,0,1278,0,0,0,232000.0,117369.25,200600.0,105300.0,0,0
273,10009500-01,2014,-1.973868608,0.302958413,0.5642857139999999,0.42716803200000003,0,0,0,11,0,0,1,0,0,0,0,5,8,0,0,Swede Lake,South Fork Crow River,-93.81824759999999,44.930824,11,13,4.0,2.615384615,D,Swede Lake-1,26,9.436538462,18.36714065,0,0,251600,366800.0,1678.0,2434.0,2,0,19,0,0,150000.0,578625.0,2992.0,3287.0,0,0
1155,82003100-01,2010,-3.972836702,0.241785965,3.3,0.43204938,0,2,3,2,0,0,0,0,0,0,0,7,0,0,0,Terrapin Lake,Lower St. Croix River,-92.82016292,45.18227666,7,7,3.0,2.0,F,Terrapin Lake-1,30,20.36933333,17.01546293,0,0,314400,259400.0,0.0,0.0,2,0,2,2,0,12000.0,0.0,,,0,0
1153,82003100-01,2008,,,3.2874285710000004,0.33921225299999996,2,4,1,0,0,0,0,0,0,0,2,4,1,0,0,Terrapin Lake,Lower St. Croix River,-92.82016292,45.18227666,7,7,1.857142857,1.857142857,F,Terrapin Lake-1,33,26.3009375,15.93487945,0,0,314400,259400.0,0.0,0.0,0,33,0,0,0,12000.0,0.0,314400.0,193200.0,0,0
1431,82010400-01,2008,-4.028764555,0.47553944200000003,4.7062631580000005,0.72802746,7,3,1,0,0,0,0,0,0,1,15,4,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,11,19,1.454545455,1.210526316,A,Jane Lake-1,387,1.438635171,2.1027258559999997,0,0,370300,218200.0,0.0,0.0,5,387,0,0,0,220000.0,239000.0,367400.0,218200.0,1,0
939,70005000-01,2006,-2.780816058,0.415159348,0.853571429,0.37849107600000004,6,4,3,0,0,0,1,0,0,0,4,1,9,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,13,14,1.769230769,2.357142857,D,McMahon Lake-1,53,6.123962263999999,6.088066935,0,0,273000,300000.0,988.0,1422.0,9,0,33,0,0,250825.0,369450.0,,,0,0
16,02000600-01,2009,-3.1192971739999997,0.136405991,1.9,0.7071067809999999,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,Centerville Lake,Mississippi River - Twin Cities,-93.07493329,45.16261181,2,2,2.0,2.5,F,Centerville Lake-1,385,2.207272727,7.130753824,0,0,196300,297050.0,1022.0,1496.0,0,0,176,0,2,225500.0,276349.0,3378.0,2768.25,2,0
1043,82001000-01,2007,-2.9622366419999997,0.25073644100000003,1.266666667,0.731436942,0,2,1,2,4,0,1,0,0,0,0,2,1,2,4,McDonald Lake,Lower St. Croix River,-92.84392332,45.01696278,9,9,3.888888889,3.888888889,D,McDonald Lake-1,133,,,0,0,778800,335950.0,0.0,0.0,0,133,0,0,0,242389.0,600000.0,,,5,0
425,19002601-01,2005,-3.503579342,0.602486861,2.14,0.97819075,11,3,0,0,0,0,0,1,0,0,3,9,2,0,0,Marion Lake,Mississippi River - Lake Pepin,-93.27557035,44.65825741,14,14,1.214285714,1.928571429,C,Marion Lake-1,505,1.221897959,5.031591148,0,0,294500,223600.0,1950.0,2542.0,23,0,392,366,2,202650.0,139810.75,2767.0,1551.0,16,0
1189,82003800-01,2005,,,0.9145,0.373138982,0,0,0,5,2,0,0,0,0,0,1,1,3,2,0,Maple Marsh Lake,Lower St. Croix River,-92.88669874,45.17440477,7,7,4.285714286,2.857142857,F,Maple Marsh Lake-1,6,112.76,59.40110858,0,0,885000,1181000.0,0.0,0.0,6,0,6,0,0,,,422.0,652.0,0,0
660,27004700-01,2014,-4.774557914,0.396102622,3.130833333,0.7182612629999999,12,0,0,0,0,0,0,0,0,1,5,7,0,0,0,Bush Lake,Lower Minnesota River,-93.38283992,44.83809461,12,12,1.0,1.5833333330000001,A,Bush Lake-1,638,0.872602524,3.177070149,0,0,353700,281325.0,0.0,0.0,0,0,475,0,0,360000.0,294350.0,6500.0,3674.0,9,0
1552,82012500-01,2009,-3.309080771,0.458062342,1.567428571,0.31388843899999996,1,2,1,3,0,0,0,1,0,0,0,6,1,0,0,Pat Lake,Lower St. Croix River,-92.89177962,45.10283739,7,7,2.857142857,2.142857143,C,Pat Lake-1,33,10.78129032,8.150345081000001,0,0,599700,188900.0,2198.0,1065.0,0,31,0,0,0,415000.0,405000.0,599700.0,187300.0,0,0
1045,82001000-01,2009,-3.022940331,0.17573306100000002,1.842857143,0.632078958,0,2,0,5,0,0,0,1,0,0,1,2,3,1,0,McDonald Lake,Lower St. Croix River,-92.84392332,45.01696278,7,7,3.428571429,2.5714285709999998,C,McDonald Lake-1,133,4.23406015,6.686154287000001,0,0,636200,205700.0,3049.0,880.5,0,133,0,0,0,439165.0,620100.0,633200.0,203750.0,0,0
109,10000600-01,2008,-3.1884040189999996,0.45139834799999995,1.2909090909999998,0.457612381,0,7,4,0,0,0,0,1,0,0,0,7,4,0,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.363636364,2.363636364,C,Lotus Lake-1,1167,0.629520137,1.124778587,0,0,352100,242200.0,1758.0,1234.0,0,0,578,0,0,260000.0,220045.0,4081.0,2860.25,39,0
517,19006500-01,2010,,,4.15,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Holland Lake,Lower Minnesota River,-93.14237332,44.78799096,1,1,1.0,1.0,F,Holland Lake-1,33,10.7025,19.21517059,0,0,446600,342850.0,2016.0,3965.5,0,0,20,20,0,444662.0,507000.0,5494.0,2321.0,0,0
584,19044600-01,2005,-4.427292757,0.27150566,4.233333333,0.706249162,11,0,0,0,0,0,0,0,0,1,11,0,0,0,0,Lac Lavon Lake,Lower Minnesota River,-93.24520003,44.72061708,11,11,1.0,1.0,A,Lac Lavon Lake-1,792,0.61021767,3.32116906,0,0,270800,119400.0,2270.5,1101.0,0,0,725,767,0,191000.0,108000.0,2571.0,1179.0,46,0
129,10001000-01,2008,-3.635327244,0.384326461,2.781818182,0.656990383,10,0,0,0,0,0,0,0,1,0,4,1,6,0,0,Tamarack Lake,Mississippi River - Twin Cities,-93.63406464,44.87265849,10,11,1.0,2.1818181819999998,B,Tamarack Lake-1,127,2.839212598,12.4225969,0,0,567500,145500.0,2617.0,1282.0,2,0,48,0,0,525000.0,239225.0,7757.0,2136.0,6,0
1402,82010100-01,2005,-3.6363656289999997,0.403300954,3.1352857139999997,1.73947154,0,5,2,0,0,0,0,0,1,0,0,4,3,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,7,7,2.285714286,2.4285714290000002,B,DeMontreville Lake-1,273,1.5369343069999999,5.610329046,0,0,315600,468400.0,0.0,0.0,0,0,273,0,0,257500.0,173375.0,2716.0,3574.0,0,0
856,27071100-01,2014,-3.609584195,0.36070601,1.545454546,0.30777796,5,4,0,0,0,0,0,0,0,0,7,4,0,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,9,11,1.4444444440000002,1.363636364,F,Westwood Lake-1,205,2.030487805,13.70127809,0,0,339300,221250.0,1545.0,2070.0,0,0,170,0,0,249000.0,227918.5,5514.0,3270.0,6,0
554,19009500-01,2014,-2.794469499,0.260465577,0.7333333329999999,0.338624669,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,Seidl Lake,Mississippi River - Twin Cities,-93.05329582,44.88348937,6,6,4.0,2.166666667,F,Seidl Lake-1,650,0.347508475,1.05225543,0,0,192100,89525.0,1890.0,845.75,0,0,590,597,10,215000.0,97200.0,2231.0,1091.0,25,0
74,02065400-01,2010,-4.186449929,0.25978929300000003,1.593846154,0.41971296700000005,1,1,0,0,0,0,0,0,1,0,1,8,2,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,2,11,1.5,2.090909091,B,Cenaiko Lake-1,1898,0.786734417,4.53720651,0,0,184000,133150.0,1040.0,1419.25,0,0,1570,0,0,186650.0,132287.75,2544.0,2011.0,32,0
189,10003100-01,2005,-1.583486606,0.340874874,0.34230769200000005,0.213937446,0,1,3,9,0,1,0,0,0,0,0,1,7,5,0,Gaystock Lake,Lower Minnesota River,-93.6740923,44.78577449,13,13,3.615384615,3.307692308,F,Gaystock Lake-1,4,138.2,21.59290007,4,4,298800,57200.0,2277.0,62.0,0,0,2,0,0,,,1736.0,766.0,0,0
49,02007900-01,2005,-1.422856025,0.486439402,0.35714285700000004,0.13567090099999998,0,3,1,5,1,1,0,0,0,0,0,2,8,4,0,Highland Lake,Mississippi River - Twin Cities,-93.23309565,45.05890169,10,14,3.4,3.142857143,F,Highland Lake-1,714,0.303305322,0.570988414,0,0,231300,104150.0,1323.0,481.5,0,0,678,0,0,195000.0,90400.0,,,0,0
9,02000500-01,2009,-2.302351452,0.435750452,0.5379999999999999,0.153969694,0,1,0,13,0,0,1,0,0,0,0,5,6,3,0,George Watch Lake,Mississippi River - Twin Cities,-93.08905468,45.17640481,14,14,3.857142857,2.857142857,D,George Watch Lake-1,38,24.08394737,13.52053084,0,0,178600,204700.0,0.0,0.0,0,0,2,0,0,,,584.0,3360.0,0,0
616,27000400-01,2011,-2.072736391,0.649716999,0.5111111110000001,0.214734979,0,0,0,12,0,0,0,0,0,0,0,4,0,1,0,Penn Lake,Lower Minnesota River,-93.30604716,44.84744866,12,5,4.0,2.4,F,Penn Lake-1,731,0.497366255,2.300473955,0,0,200000,35500.0,0.0,0.0,0,0,643,0,0,150030.0,123750.0,2609.0,529.0,19,0
218,10006600-01,2005,-1.580028687,0.639745838,0.5384615389999999,0.26937725,0,3,0,10,1,1,0,0,0,0,0,5,7,1,1,Winkler Lake,Lower Minnesota River,-93.83268694,44.79006836,14,14,3.642857143,2.857142857,F,Winkler Lake-1,10,43.56100000000001,40.12673823,2,2,320500,295375.0,1530.0,2497.25,2,0,10,0,0,82450.0,309975.0,1568.0,2312.25,0,0
735,27010200-01,2011,-3.973488487,0.7829148109999999,3.33,0.8335766309999999,0,4,3,0,0,0,0,0,0,1,0,5,3,0,0,Schmidt Lake,Mississippi River - Twin Cities,-93.43284944,45.03968286,7,8,2.4285714290000002,2.375,A,Schmidt Lake-1,958,0.470219665,1.1417788340000001,0,0,290700,98625.0,0.0,0.0,0,0,907,0,0,203000.0,149821.0,4048.0,1400.5,22,0
1170,82003400-01,2007,-3.169772005,0.438391089,3.200428571,2.267305806,0,0,3,4,0,0,0,0,1,0,0,1,4,2,0,East Boot Lake,Lower St. Croix River,-92.83095448,45.16485991,7,7,3.571428571,3.142857143,B,East Boot Lake-1,18,,,0,0,39250,420475.0,0.0,0.0,0,17,0,0,0,,,,,0,0
1360,82009002-01,2007,-2.601121195,0.452812169,1.2636363640000001,0.43880001700000004,1,3,3,4,0,0,0,1,0,0,0,4,2,5,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.9090909089999997,3.0909090910000003,C,Wilmes Lake-1,600,,,0,0,363900,100425.0,0.0,0.0,0,600,0,0,0,234878.0,137177.25,,,2,0
725,27009300-01,2006,-3.5030791339999996,0.493061509,3.373076923,0.6456958079999999,10,3,0,0,0,0,0,0,1,0,1,11,1,0,0,Glen Lake,Lower Minnesota River,-93.45698151,44.90148724,13,13,1.230769231,2.0,B,Glen Lake-1,378,,,0,0,234400,125500.0,0.0,0.0,0,0,287,0,0,126450.0,126750.0,2587.0,1636.0,22,0
1512,82011700-01,2014,-0.71371955,0.422682419,0.535,0.264102253,0,0,0,6,0,1,0,0,0,0,0,1,2,3,0,Kramer Pond,Lower St. Croix River,-92.89510948,44.95392659,6,6,4.0,3.333333333,F,Kramer Pond-1,58,7.542142857000001,16.01802833,0,0,388600,502575.0,908.0,2346.0,10,0,36,32,0,52000.0,211595.0,,,0,0
1033,82000900-01,2007,-3.525637305,0.399270146,3.01,0.8372574279999999,3,7,0,0,0,0,0,0,1,0,2,7,1,0,0,Cloverdale Lake,Lower St. Croix River,-92.8523515,45.02040173,10,10,1.7,1.9,B,Cloverdale Lake-1,92,,,0,0,718450,470575.0,0.0,0.0,0,91,0,0,0,182250.0,330672.0,,,3,0
646,27004201-01,2010,-2.894123752,0.7559778,1.695675676,1.343376528,13,10,12,32,2,0,2,2,1,1,6,37,20,7,2,Twin Lake,Mississippi River - Twin Cities,-93.33618999,45.05077632,69,72,3.0,2.472222222,D,Twin Lake-1,1249,0.338198559,0.556413831,0,0,172000,44000.0,1130.0,343.0,0,0,1092,0,0,119500.0,87562.5,2609.0,886.5,58,0
503,19004200-01,2012,-3.993631483,0.46593426200000004,3.55625,1.265881257,9,0,1,1,2,0,0,0,0,1,9,3,1,0,0,Ohmans Lake,Mississippi River - Lake Pepin,-93.06677845,44.81579446,13,13,2.0,1.384615385,A,Ohmans Lake-1,19,12.2531579,9.373236162000001,0,0,367700,372100.0,0.0,2509.0,10,0,12,10,0,130000.0,0.0,2934.0,4538.0,0,0
1427,82010400-01,2004,-4.600044994,0.399764268,5.006666667,0.43665394399999996,6,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,6,7,1.0,1.0,A,Jane Lake-1,389,2.138535354,11.121549,0,0,318200,169700.0,0.0,0.0,4,0,389,0,0,167000.0,108200.0,2474.0,1217.0,0,0
1261,82005400-01,2013,-3.31880526,0.39474579,1.296,0.27066276699999997,0,8,12,0,0,0,0,1,0,0,0,9,10,1,0,Bone Lake,Lower St. Croix River,-92.86026082,45.28659868,20,20,2.6,2.6,C,Bone Lake-1,246,2.596829268,6.00849471,0,0,235400,199800.0,1104.0,1652.0,14,0,196,176,0,157000.0,206100.0,,,0,0
1325,82008000-01,2004,-3.923433113,0.23754181600000002,4.909571429,0.8848438120000001,2,11,1,0,0,0,0,0,0,1,3,11,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,14,14,1.928571429,1.785714286,A,Halfbreed Lake-1,289,2.544693878,6.828019459,0,0,215300,227050.0,0.0,0.0,1,0,289,0,0,129000.0,33400.0,1698.0,1740.0,0,0
278,10012100-01,2008,-1.703256756,0.37309114600000004,0.534615385,0.29537025899999997,0,1,2,8,2,1,0,0,0,0,0,1,5,5,2,Eagle Lake,South Fork Crow River,-93.93464391,44.80860271,13,13,3.8461538460000004,3.615384615,F,Eagle Lake-1,22,16.32318182,33.78260251,1,1,253100,296775.0,1144.0,1503.0,4,0,10,0,0,220000.0,122250.0,2074.0,2159.75,0,0
468,19003100-01,2004,-3.407498214,0.40644930700000004,2.628571429,1.6452395530000001,9,4,0,0,0,0,0,0,1,0,7,5,1,0,0,Orchard Lake,Lower Minnesota River,-93.31089353,44.7022537,13,13,1.307692308,1.538461539,B,Orchard Lake-1,302,0.7463380279999999,0.788210819,0,0,330200,334300.0,2170.5,3067.75,0,0,230,227,3,235000.0,157000.0,3384.0,2110.0,1,0
1487,82011301-01,2006,-2.41492212,0.519519418,0.8976190479999999,0.81909984,0,0,12,8,1,1,0,1,0,0,0,1,12,7,1,Goose Lake,Lower St. Croix River,-92.91150629,45.26928737,21,21,3.476190476,3.380952381,F,Goose Lake-2,64,2.727878788,3.685171093,0,0,184900,368200.0,504.0,2976.75,0,0,26,0,0,233025.0,47000.0,1308.0,2594.0,4,0
832,27064500-01,2008,-2.049461606,0.39178077200000005,0.6333333329999999,0.301109061,0,0,1,2,3,0,1,0,0,0,0,1,2,0,3,South Rice Lake,Mississippi River - Twin Cities,-93.33291166,45.00574348,6,6,4.333333333,3.833333333,D,South Rice Lake-1,283,0.6721908129999999,2.432464269,0,0,336000,125000.0,0.0,0.0,0,0,271,0,0,182000.0,162500.0,4603.0,1842.0,7,0
1238,82005202-01,2010,-2.88588195,0.52342298,1.96,1.229905145,0,1,5,1,0,0,0,1,0,0,0,4,3,0,0,Jellums Lake,Lower St. Croix River,-92.83363926,45.22653925,7,7,3.0,2.4285714290000002,C,Jellums Lake-1,26,11.03,12.7607423,0,0,269600,139125.0,1456.0,1704.5,2,0,24,16,0,184000.0,84775.0,,,0,0
1350,82008900-01,2008,-1.921022025,0.43146483399999996,0.390714286,0.11124915099999999,0,0,0,14,0,0,1,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4.0,4.0,D,Markgraf Lake-1,1280,0.43996663,1.630454013,0,0,216700,108800.0,0.0,0.0,0,1280,0,0,0,233785.0,118552.0,216700.0,108800.0,12,0
1217,82004600-01,2010,-4.309651109,0.262437673,5.441428571,1.078074189,14,0,0,0,0,0,0,0,0,1,14,1,0,0,0,Square Lake,Lower St. Croix River,-92.80441146,45.156746999999996,14,15,1.0,1.066666667,A,Square Lake-1,36,10.29611111,37.34594645,2,2,474200,691400.0,966.0,1478.0,0,0,28,22,4,130085.0,616082.5,,,0,0
1742,82051400-01,2009,-1.2802503790000002,0.54244767,0.4275,0.25989945600000003,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,Rest Area Pond,Lower St. Croix River,-92.81688162,44.95345401,0,3,,4.333333333,F,Rest Area Pond-1,17,12.68117647,20.108277800000003,0,0,169700,1044900.0,0.0,5068.5,0,17,0,0,0,2030000.0,0.0,169700.0,1044900.0,0,0
822,27062700-01,2013,-2.041309343,0.629320812,0.87,0.226323269,0,0,0,9,0,0,1,0,0,0,4,5,1,0,0,Northwood Lake,Mississippi River - Twin Cities,-93.39171496,45.02556284,9,10,4.0,1.7,D,Northwood Lake-1,1038,0.359961464,1.3554779030000002,0,0,177000,39000.0,1184.0,322.0,0,0,960,0,0,145000.0,125500.0,2938.0,817.0,50,0
472,19003100-01,2008,-3.816536278,0.428528504,2.95,1.25499004,11,3,0,0,0,0,0,0,0,1,5,9,0,0,0,Orchard Lake,Lower Minnesota River,-93.31089353,44.7022537,14,14,1.214285714,1.642857143,A,Orchard Lake-1,286,0.7524637679999999,0.790084747,0,0,406400,351900.0,2310.0,3306.5,0,0,219,199,0,262543.5,180875.0,4731.0,3222.0,2,0
1525,82012000-01,2013,-2.803909998,0.454007854,1.22,,1,1,1,9,0,0,0,0,0,0,1,6,5,0,0,Benz Lake,Lower St. Croix River,-92.89111722,45.11128554,12,12,3.5,2.333333333,F,Benz Lake-1,48,9.0275,4.619592181,0,0,371600,226575.0,1798.0,1147.5,0,0,42,36,2,207000.0,255000.0,,,0,0
599,19045100-01,2010,-2.907201797,0.46786246200000003,2.128571429,0.322081145,3,4,3,3,1,0,0,0,1,0,5,4,4,1,0,Sunset Pond,Lower Minnesota River,-93.32441925,44.75482629,14,14,2.642857143,2.0714285709999998,B,Sunset Pond-1,809,0.637471555,2.5480106769999997,0,0,220300,54000.0,2008.0,776.5,0,2,706,610,0,209900.0,113875.0,2801.0,767.5,6,0
784,27016900-01,2009,0.023673989,0.40028524600000004,0.4,0.0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,Cowley Lake,North Fork Crow River,-93.59135693,45.1954836,4,4,4.0,3.75,F,Cowley Lake-1,108,4.120277778,11.16139973,0,0,90000,166600.0,0.0,0.0,4,0,30,0,0,453210.0,220000.0,1519.0,2803.5,4,0
289,10021600-01,2009,-1.6257869919999999,0.262702592,0.403571429,0.171491518,0,0,3,10,1,1,0,0,0,0,0,0,6,8,0,McKnight Lake,Lower Minnesota River,-93.60879364,44.83723777,14,14,3.857142857,3.571428571,F,McKnight Lake-1,15,24.23066667,29.62049543,0,0,520300,956900.0,0.0,1136.0,4,0,3,0,0,90000.0,0.0,5837.0,9164.5,0,0
240,10008400-01,2005,-3.02742715,0.5883556560000001,1.465,0.88809376,1,10,9,1,0,0,0,1,0,0,1,9,9,1,1,Burandt Lake,Lower Minnesota River,-93.80327077,44.84907904,21,21,2.4761904759999998,2.6190476190000003,C,Burandt Lake-1,419,0.6978520290000001,2.827183776,0,0,292100,125700.0,1908.0,799.0,0,0,391,0,0,209240.0,167000.0,2997.0,1335.0,20,0
1054,82001100-01,2010,-1.421121453,0.633590109,0.47714285700000003,0.389217775,0,1,1,5,0,1,0,0,0,0,0,2,5,0,0,Bay Pond,Lower St. Croix River,-92.83273741,44.99498587,7,7,3.571428571,2.714285714,F,Bay Pond-1,128,2.5471875,4.85507137,0,0,75000,174325.0,0.0,1582.5,0,0,64,54,0,294900.0,531125.0,,,0,0
1517,82012000-01,2005,-1.730453665,0.229398895,0.642071429,0.268446375,0,0,2,11,1,1,0,0,0,0,0,0,6,7,1,Benz Lake,Lower St. Croix River,-92.89111722,45.11128554,14,14,3.928571429,3.642857143,F,Benz Lake-1,49,8.71,4.839770139,0,0,426700,320650.0,0.0,0.0,0,0,49,0,0,189000.0,133000.0,2796.0,2608.0,0,0
51,02007900-01,2007,-1.187915936,0.442135751,0.291666667,0.09252354300000001,0,1,0,2,9,1,0,0,0,0,0,0,2,10,0,Highland Lake,Mississippi River - Twin Cities,-93.23309565,45.05890169,12,12,4.583333333,3.833333333,F,Highland Lake-1,714,0.303501401,0.571014508,0,0,244800,123600.0,1323.0,497.5,0,0,670,0,0,213500.0,88450.0,2446.0,960.0,16,0
310,10021800-01,2011,-2.142816925,0.709293974,0.925,0.5250457860000001,0,0,9,5,0,0,1,0,0,0,0,2,7,5,0,Grace Lake,Lower Minnesota River,-93.60623072,44.82448386,14,14,3.357142857,3.214285714,D,Grace Lake-1,453,0.614615385,2.54149225,0,0,136300,115700.0,1020.0,469.5,0,0,300,0,8,149400.0,76880.0,1906.0,1334.0,23,0
287,10021600-01,2006,-1.966425616,0.36258154600000003,0.43076923100000003,0.170218562,0,0,12,2,0,1,0,0,0,0,0,0,12,2,0,McKnight Lake,Lower Minnesota River,-93.60879364,44.83723777,14,14,3.142857143,3.142857143,F,McKnight Lake-1,15,24.23066667,29.62049543,0,0,493600,726800.0,0.0,1136.0,4,0,2,0,0,90000.0,0.0,2709.0,4176.5,0,0
1485,82011301-01,2004,-2.393679483,0.528879775,1.0701904759999998,1.160894897,0,6,10,4,1,0,0,1,0,0,0,3,14,4,0,Goose Lake,Lower St. Croix River,-92.91150629,45.26928737,21,21,3.0,3.047619048,C,Goose Lake-2,64,2.727878788,3.685171093,0,0,175000,116675.0,0.0,0.0,0,0,64,0,0,112000.0,79125.0,106.0,1686.0,0,0
848,27071100-01,2006,-2.1690601380000003,0.759765736,1.3125,0.28504385600000004,1,0,0,7,0,0,0,1,0,0,1,6,1,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,8,8,3.625,2.0,C,Westwood Lake-1,204,,,0,0,358200,152225.0,0.0,0.0,0,0,167,0,0,194130.0,157318.0,4560.0,1852.5,10,0
909,62007200-01,2013,-3.812141137,0.379000376,2.715384615,0.73012117,0,0,3,10,0,0,0,0,1,0,0,4,2,6,1,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,13,13,3.769230769,3.307692308,B,Karth Lake-1,815,0.419852399,1.0765580890000002,0,0,245900,175600.0,1908.0,1164.0,0,4,719,781,0,205000.0,184000.0,,,28,0
870,62000100-01,2010,,,1.654285714,0.187159214,0,2,4,1,0,0,0,0,0,0,0,6,1,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2.857142857,2.142857143,F,Silver Lake-1,876,0.5082245129999999,1.5832898000000002,0,0,201600,71700.0,1296.0,690.0,0,6,694,794,4,162000.0,105000.0,2401.0,1123.5,18,0
25,02000900-01,2014,-2.577108511,0.018609147,1.1,0.141421356,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Reshanau Lake,Mississippi River - Twin Cities,-93.09866122,45.15292958,2,2,1.5,2.5,F,Reshanau Lake-1,810,0.8547160490000001,2.511306198,0,0,251000,168375.0,1398.0,1045.5,0,0,624,0,0,294900.0,174850.0,3602.0,2653.0,16,0
111,10000600-01,2010,-3.559497523,0.531444346,1.3427272730000002,0.941149201,0,3,7,1,0,0,0,1,0,0,0,4,4,3,0,Lotus Lake,Lower Minnesota River,-93.52556143,44.86977002,11,11,2.8181818180000002,2.9090909089999997,C,Lotus Lake-1,1160,0.58880726,0.8304414520000001,0,0,330800,233700.0,1874.0,1156.0,0,0,100,0,0,269900.0,231000.0,4180.0,3118.0,50,6
